northern ireland,derry,desertmartin,"54.76984862289603, -6.672955750613156"
northern ireland,derry,draperstown,"54.793688606704116, -6.783390654694358"
northern ireland,derry,dungiven,"54.925821149414986, -6.920692754759241"
northern ireland,derry,eglinton,"55.02670906648876, -7.178031217070722"
northern ireland,derry,feeny,"54.89234457740209, -7.021764118935851"
northern ireland,derry,garvagh,"54.98334472738637, -6.68767680847007"
northern ireland,derry,greysteel,"55.03220762606451, -7.120085784680777"
northern ireland,derry,innishrush,"54.87220043181436, -6.524389629391186"
northern ireland,derry,kilrea,"54.95215182573324, -6.554201233460185"
northern ireland,derry,limavady,"55.045834851220604, -6.93705737779994"
northern ireland,derry,lisnagelvin,"54.986599620678554, -7.291973455115612"
northern ireland,derry,maghera,"54.84396631385066, -6.674247346934204"
northern ireland,derry,magherafelt,"54.7554268111545, -6.607829699241752"
northern ireland,derry,moneymore,"54.692211975506396, -6.670199219805264"
northern ireland,derry,mullennan,"54.96986529137842, -7.3880682415478125"
northern ireland,derry,newbuildings,"54.95953228942485, -7.3579819524964085"
northern ireland,derry,stradreagh,"55.02461413438565, -7.280081474386376"
northern ireland,derry,swatragh,"54.90987000139829, -6.66418332503762"
ireland,donegal,killygordon,"54.79751613010463, -7.684566134261791"
ireland,donegal,raphoe,"54.873961800289344, -7.599781988232409"
ireland,donegal,ballintra,"54.57878721753722, -8.12421611224779"
ireland,donegal,ballyshannon,"54.50295032109522, -8.192063058034325"
ireland,donegal,buncrana,"55.13651788939619, -7.45607383779831"
ireland,donegal,bundoran,"54.479353036571545, -8.277848169589314"
ireland,donegal,burnfoot,"55.05859304869724, -7.4051171236580515"
ireland,donegal,lifford,"54.8331588521451, -7.485252762036326"
ireland,donegal,pettigoe,"54.54901874780362, -7.831948069569693"
northern ireland,down,annalong,"54.1076466006738, -5.901197288839868"
northern ireland,down,ballyhalbert,"54.49588529403928, -5.461199192096205"
northern ireland,down,ballyholland,"54.16860473799791, -6.3126329842055195"
northern ireland,down,ballykinlar,"54.25820007402611, -5.798944971133298"
northern ireland,down,ballynahinch,"54.40313306980511, -5.897269613704332"
northern ireland,down,banbridge,"54.34927859424598, -6.269479546181281"
northern ireland,down,bangor,"54.654591876883806, -5.6708872799489205"
northern ireland,down,buskhill,"54.253710449300115, -6.309271225612064"
northern ireland,down,carryduff,"54.515264991557, -5.888794067185269"
northern ireland,down,castlewellan,"54.25800110630764, -5.942370662932602"
northern ireland,down,clough,"54.29114054152395, -5.837492183563305"
northern ireland,down,comber,"54.550464064075726, -5.745335068331088"
northern ireland,down,crossgar,"54.397441445603555, -5.762286193313624"
northern ireland,down,donaghadee,"54.64231921028692, -5.539087909158298"
northern ireland,down,downpatrick,"54.32903109829582, -5.716320311071337"
northern ireland,down,dromore,"54.41486651429595, -6.147967422659612"
northern ireland,down,dundrum,"54.25832941448777, -5.845762389320993"
northern ireland,down,gilford,"54.372127401520466, -6.361526041555021"
northern ireland,down,gransha,"54.33588669604647, -6.045272419459999"
northern ireland,down,hilltown,"54.1942085456363, -6.144225079492826"
northern ireland,down,kilkeel,"54.061430212399934, -6.006243369441497"
northern ireland,down,killinchy,"54.47250291574255, -5.6752755860686666"
northern ireland,down,killough,"54.25087929968763, -5.639980208816177"
northern ireland,down,killyleagh,"54.40005847335422, -5.650844245949495"
northern ireland,down,lurgan,"54.463445156525154, -6.335234628938019"
northern ireland,down,mayobridge,"54.18156404140427, -6.229023410462261"
northern ireland,down,maze prison,"54.49291448308215, -6.09684374417562"
northern ireland,down,moira,"54.479832507261115, -6.2286890442618015"
northern ireland,down,newcastle,"54.21671033033763, -5.888246264250833"
northern ireland,down,newry,"54.17561205283684, -6.338680483587608"
northern ireland,down,newtownards,"54.59184517928207, -5.693182253054535"
northern ireland,down,omeath,"54.088685715347395, -6.257204652475545"
northern ireland,down,portaferry,"54.381731376906345, -5.544503630752954"
northern ireland,down,rathfriland,"54.23830163119434, -6.161649774211266"
northern ireland,down,rostrevor,"54.100564837530534, -6.1998697545902335"
northern ireland,down,strangford,"54.36981519844046, -5.555826342784716"
northern ireland,down,waringstown,"54.435501968343964, -6.299584027594273"
northern ireland,down,warrenpoint,"54.10539604952407, -6.250338198581067"
ireland,dublin,dublin,"53.34584611956677, -6.262870239974645"
ireland,dublin,sandyford,"53.2791961155946, -6.218142488106597"
england,england,aldershot,"51.24824943020853, -0.7556681651291989"
england,england,birmingham,"52.487106258683795, -1.885260839969476"
netherlands,england,derby,"52.922969813136945, -1.471512554773684"
northern ireland,england,brighton,"50.855546434505186, -0.15735334322148606"
england,fermanagh,brookborough,"54.315947032527596, -7.4041373844456775"
northern ireland,fermanagh,belcoo,"54.29719808753695, -7.871952542255992"
northern ireland,fermanagh,belleek,"54.48018528682383, -8.091608163504185"
northern ireland,fermanagh,derrygonnelly,"54.417739700683796, -7.817308710678618"
northern ireland,fermanagh,derrylin,"54.1962447459722, -7.571100801560355"
northern ireland,fermanagh,ederny,"54.53242056730615, -7.658314298061997"
northern ireland,fermanagh,enniskillen,"54.343954102912335, -7.630957338854709"
northern ireland,fermanagh,garrison,"54.41781721838062, -8.090182909606616"
northern ireland,fermanagh,irvinestown,"54.47250234602269, -7.635866480610964"
northern ireland,fermanagh,kesh,"54.5203239630511, -7.7219589776633475"
northern ireland,fermanagh,kinawley,"54.226292394730706, -7.650455830820285"
northern ireland,fermanagh,lisbellaw,"54.318492863514564, -7.533584097032501"
northern ireland,fermanagh,lisnaskea,"54.25325324025286, -7.445209120355754"
northern ireland,fermanagh,maguiresbridge,"54.295122481055266, -7.4654340974296485"
northern ireland,fermanagh,mullan,"54.315349621888856, -7.932677832169748"
northern ireland,fermanagh,newtownbutler,"54.18236270784943, -7.360113420739155"
northern ireland,fermanagh,rosslea,"54.23912562230531, -7.172053146920748"
germany,germany,dortmund,"51.5153629118489, 7.461679424356103"
northern ireland,germany,bielefeld,"52.0302337876515, 8.529879155137754"
england,kent,deal,"51.22214903282174, 1.3912108478612792"
ireland,kildare,sallins,"53.251059349725004, -6.6650604319625755"
ireland,kilkenny,urlingford,"52.72064341841311, -7.582475248665344"
ireland,laios,portlaoise,"53.03281788829552, -7.299584794214489"
ireland,leitrim,ballinamore,"54.05225539001738, -7.803182842599285"
ireland,limerick,adare,"52.56354739812183, -8.79279574083654"
ireland,louth,ardee,"53.85655498053844, -6.539774023201879"
ireland,louth,drogheda,"53.71758075592188, -6.353364465226958"
ireland,louth,dundalk,"54.00196964286676, -6.392564813312634"
ireland,meath,drumcree,"53.63585935288947, -7.163694344718242"
ireland,monaghan,ballybay,"54.1293731871956, -6.9027649427748425"
ireland,monaghan,castleblayney,"54.12084713833492, -6.739351161915443"
ireland,monaghan,clones,"54.1795748574591, -7.229981231993296"
ireland,monaghan,glaslough,"54.317170753299656, -6.897632558422652"
ireland,monaghan,monaghan,"54.24990944146926, -6.968604777858437"
northern ireland,netherlands,den haag,"52.0756198174615, 4.310276082542796"
england,northumberland,otterburn,"55.23164468572406, -2.1748560628671822"
ireland,sligo,mullaghmore,"54.465882466597975, -8.449754807575426"
england,staffordshire,lichfield,"52.681778300793795, -1.8282741964799298"
england,surrey,gildford,"51.2368403106584, -0.5751221692144074"
ireland,tipperary,silvermines,"52.794295625084345, -8.236798861547555"
northern ireland,tyrone,ardboe,"54.61525128446379, -6.551077771463977"
northern ireland,tyrone,augher,"54.42812295516635, -7.132086776328926"
northern ireland,tyrone,aughnacloy,"54.41346063713433, -6.9749712878081995"
northern ireland,tyrone,ballygawley,"54.46454184011224, -7.032429072622371"
northern ireland,tyrone,ballymongan,"54.65854698783519, -7.755976542851522"
northern ireland,tyrone,benburb,"54.41238809215558, -6.74543724675071"
northern ireland,tyrone,beragh,"54.55059550967616, -7.1599438378041595"
northern ireland,tyrone,caledon,"54.35133107593025, -6.837646001344204"
northern ireland,tyrone,cappagh,"54.54399207887012, -6.927437448460306"
northern ireland,tyrone,carrickmore,"54.59497527239311, -7.047002121332544"
northern ireland,tyrone,castlederg,"54.70989787190673, -7.593927958934103"
northern ireland,tyrone,clady,"54.793241490971226, -7.540705782777394"
northern ireland,tyrone,clogher,"54.41377118668136, -7.166865217641614"
northern ireland,tyrone,coagh,"54.64613870094525, -6.620056747022013"
northern ireland,tyrone,coalisland,"54.540001248629906, -6.703214885201823"
northern ireland,tyrone,cookstown,"54.64250686018855, -6.745401830868749"
northern ireland,tyrone,donaghmore,"54.53136955818451, -6.813019751183742"
northern ireland,tyrone,drumquin,"54.615252943435074, -7.488634956560903"
northern ireland,tyrone,dungannon,"54.509186287093264, -6.766730455477758"
northern ireland,tyrone,eglish,"54.45142294836805, -6.795329279866817"
northern ireland,tyrone,fintona,"54.49680280624975, -7.313964012477199"
northern ireland,tyrone,fivemiletown,"54.37809954778741, -7.317699284634912"
northern ireland,tyrone,gortin,"54.71838648526047, -7.236663951678658"
northern ireland,tyrone,greencastle,"54.688607873497816, -7.075500000143125"
northern ireland,tyrone,killen,"54.67323912740922, -7.627767341565178"
northern ireland,tyrone,laghtfoggy,"54.70467821775564, -7.710573263041524"
northern ireland,tyrone,loughmacrory,"54.62620825424158, -7.109903038764176"
northern ireland,tyrone,mountfield,"54.644773960787795, -7.1644998787748975"
northern ireland,tyrone,moy,"54.446903676562314, -6.69238871705116"
northern ireland,tyrone,omagh,"54.59829373132561, -7.309893899634932"
northern ireland,tyrone,pomeroy,"54.59441044557664, -6.929058533540964"
northern ireland,tyrone,seskinore,"54.51598072887492, -7.257504094434531"
northern ireland,tyrone,sion mills,"54.784738528024675, -7.472396306264926"
northern ireland,tyrone,sixmilecross,"54.556021220809505, -7.121037804506306"
northern ireland,tyrone,stewartstown,"54.57655025236428, -6.677794206921808"
northern ireland,tyrone,strabane,"54.82751784406146, -7.461974936725527"
northern ireland,tyrone,trillick,"54.451212164767526, -7.4883694346895595"
england,warwickshire,coventry,"52.414574642444705, -1.5092548093642135"
ireland,waterford,tramore,"52.161514450989344, -7.152217553972291"
northern ireland,wexford,cleariestown,"52.27663262887563, -6.592995830957211"
northern ireland,wicklow,ashford,"53.01098270436767, -6.108224627491139"
england,yorkshire,tadcaster,"53.8851008265182, -1.2628667918317704"
belgium,,oostende,"51.223915357058054, 2.9098812359118997"
england,,isle of wight,"50.69656084273826, -1.2994101175117272"
england,,london,"51.49431538865197, -0.1045440268033989"
england,,pevensey,"50.82088873798372, 0.33816529708311216"
england,,st. albans,"51.751636097914385, -0.33635778868596655"
england,,warrington,"53.39396744289017, -2.595664870104918"
france,,paris,"48.86415356205467, 2.3518695572840516"
germany,,hanover,"52.375684328617766, 9.729542428381922"
germany,,wildenrath,"51.12645652634921, 6.19089096628217"
gibraltar,,gibraltar,"36.124032441391684, -5.352012541517201"
netherlands,,nieuw-bergen,"51.60336350647327, 6.050635163633448"
netherlands,,roermond,"51.19298926630267, 5.988421675873437"
england,,yorkshire,"53.662566047063954, -1.8536644114123826"
england,,guildford,"51.236456906482005, -0.5724622432774626"
england,,chipstead,"51.31532928712134, -0.16571161602187306"
northern ireland,,loughinisland,"54.338197029485265, -5.825132712052063"
northern ireland,,newtownstewart,"54.71622736661849, -7.380810426794718"
northern ireland,,portavogie,"54.46191327386727, -5.446606645997274"
northern ireland,,portrush,"55.204315235252366, -6.653089108553178"
northern ireland,,randlestown,"54.74993259978273, -6.319874466500527"
northern ireland,,tynan,"54.32992693837818, -6.822522712023813"
